Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+4E8C,200021763-00004_2,2526,696,B0001,C0001,115,101
U+6C41,200021763-00004_2,2533,843,B0001,C0002,100,192
U+4E03,200021763-00004_2,2521,1081,B0001,C0003,108,69
U+83DC,200021763-00004_2,2513,1186,B0001,C0004,131,233
U+4E8C,200021763-00004_2,2510,2352,B0001,C0005,111,101
U+6C41,200021763-00004_2,2513,2478,B0001,C0006,104,219
U+4E94,200021763-00004_2,2525,2729,B0001,C0007,92,144
U+83DC,200021763-00004_2,2510,2882,B0001,C0008,131,247
U+81FA,200021763-00004_2,981,1061,B0001,C0009,187,260
U+5F15,200021763-00004_2,985,1333,B0001,C0010,132,161
U+3092,200021763-00004_2,1033,1529,B0001,C0011,53,108
U+9298,200021763-00004_2,983,1661,B0001,C0012,196,207
U+3005,200021763-00004_2,1063,1869,B0001,C0013,40,104
U+306B,200021763-00004_2,1024,1976,B0001,C0014,123,108
U+636E,200021763-00004_2,980,2121,B0001,C0015,195,196
U+308B,200021763-00004_2,1045,2318,B0001,C0016,72,144
U+6642,200021763-00004_2,973,2464,B0001,C0017,185,199
U+306F,200021763-00004_2,1027,2664,B0001,C0018,72,141
U+524D,200021763-00004_2,1009,2836,B0001,C0019,121,224
U+306E,200021763-00004_2,1023,3084,B0001,C0020,79,100
U+5982,200021763-00004_2,956,3184,B0001,C0021,189,124
U+3057,200021763-00004_2,1055,3322,B0001,C0022,85,168
U+53C8,200021763-00004_2,975,3535,B0001,C0023,199,141
U+4E94,200021763-00004_2,1020,3678,B0001,C0024,151,129
U+83DC,200021763-00004_2,1004,3819,B0001,C0025,181,208
U+306E,200021763-00004_2,801,1069,B0001,C0026,88,85
U+6642,200021763-00004_2,771,1156,B0001,C0027,147,143
U+306F,200021763-00004_2,809,1317,B0001,C0028,61,109
U+5DE6,200021763-00004_2,753,1449,B0001,C0029,163,212
U+306E,200021763-00004_2,781,1660,B0001,C0030,121,155
U+65B9,200021763-00004_2,749,1844,B0001,C0031,143,169
U+306E,200021763-00004_2,799,2020,B0001,C0032,79,92
U+660E,200021763-00004_2,769,2121,B0001,C0033,147,169
U+305F,200021763-00004_2,799,2322,B0001,C0034,88,131
U+308B,200021763-00004_2,811,2452,B0001,C0035,72,179
U+65B9,200021763-00004_2,768,2642,B0001,C0036,128,157
U+306B,200021763-00004_2,787,2828,B0001,C0037,96,104
U+636E,200021763-00004_2,739,2926,B0001,C0038,179,219
U+308B,200021763-00004_2,808,3153,B0001,C0039,65,145
U+4E5F,200021763-00004_2,753,3300,B0001,C0040,132,132
