Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3082,200022050-00007_1,2355,461,B0001,C0001,43,83
U+306E,200022050-00007_1,2319,543,B0001,C0002,116,96
U+30CF,200022050-00007_1,2330,641,B0001,C0003,95,57
U+4F55,200022050-00007_1,2319,684,B0001,C0004,112,97
U+3082,200022050-00007_1,2348,773,B0001,C0005,63,116
U+3053,200022050-00007_1,2354,880,B0001,C0006,36,65
U+307E,200022050-00007_1,2324,942,B0001,C0007,99,99
U+304B,200022050-00007_1,2315,1036,B0001,C0008,108,75
U+306B,200022050-00007_1,2346,1113,B0001,C0009,53,84
U+3057,200022050-00007_1,2342,1204,B0001,C0010,29,119
U+3066,200022050-00007_1,2327,1284,B0001,C0011,91,117
U+5409,200022050-00007_1,2318,1381,B0001,C0012,93,108
U+3057,200022050-00007_1,2318,1493,B0001,C0013,100,88
U+3084,200022050-00007_1,2315,1573,B0001,C0014,109,65
U+3046,200022050-00007_1,2356,1634,B0001,C0015,37,96
U+3058,200022050-00007_1,2350,1677,B0001,C0016,55,112
U+3093,200022050-00007_1,2310,1794,B0001,C0017,128,72
U+306E,200022050-00007_1,2316,1845,B0001,C0018,97,80
U+6642,200022050-00007_1,2315,1913,B0001,C0019,101,97
U+30CF,200022050-00007_1,2318,2016,B0001,C0020,85,55
U+3044,200022050-00007_1,2310,2064,B0001,C0021,103,71
U+308D,200022050-00007_1,2326,2126,B0001,C0022,88,109
U+3031,200022050-00007_1,2362,2200,B0001,C0023,60,141
U+3055,200022050-00007_1,2332,2336,B0001,C0024,57,95
U+304F,200022050-00007_1,2342,2428,B0001,C0025,37,88
U+6B21,200022050-00007_1,2322,2486,B0001,C0026,108,99
U+7B2C,200022050-00007_1,2331,2582,B0001,C0027,81,104
U+5165,200022050-00007_1,2308,2682,B0001,C0028,113,84
U+3057,200022050-00007_1,2320,2777,B0001,C0029,83,88
U+3084,200022050-00007_1,2319,2867,B0001,C0030,95,75
U+30DF,200022050-00007_1,2350,2945,B0001,C0031,27,59
U+305B,200022050-00007_1,2314,2993,B0001,C0032,91,87
U+3093,200022050-00007_1,2307,3070,B0001,C0033,115,88
U+306A,200022050-00007_1,2314,3174,B0001,C0034,80,85
U+3069,200022050-00007_1,2362,3261,B0001,C0035,57,104
U+3082,200022050-00007_1,2324,3290,B0001,C0036,37,120
U+305F,200022050-00007_1,2192,443,B0001,C0037,69,112
U+3046,200022050-00007_1,2210,551,B0001,C0038,37,111
U+3075,200022050-00007_1,2166,653,B0001,C0039,113,85
U+3082,200022050-00007_1,2214,721,B0001,C0040,39,101
U+3044,200022050-00007_1,2162,827,B0001,C0041,128,71
U+304B,200022050-00007_1,2215,872,B0001,C0042,32,61
U+306B,200022050-00007_1,2174,933,B0001,C0043,97,93
U+3082,200022050-00007_1,2202,1021,B0001,C0044,48,85
U+3053,200022050-00007_1,2187,1093,B0001,C0045,51,80
U+307E,200022050-00007_1,2167,1174,B0001,C0046,116,104
U+304B,200022050-00007_1,2207,1278,B0001,C0047,36,65
U+306B,200022050-00007_1,2163,1344,B0001,C0048,112,75
U+5207,200022050-00007_1,2162,1410,B0001,C0049,115,88
U+305F,200022050-00007_1,2195,1477,B0001,C0050,48,88
U+308B,200022050-00007_1,2187,1566,B0001,C0051,68,84
U+3092,200022050-00007_1,2167,1640,B0001,C0052,111,85
U+3044,200022050-00007_1,2166,1713,B0001,C0053,103,77
U+3075,200022050-00007_1,2155,1784,B0001,C0054,113,83
U+30DF,200022050-00007_1,2203,1853,B0001,C0055,36,83
U+305D,200022050-00007_1,2187,1941,B0001,C0056,64,104
U+6C41,200022050-00007_1,2170,2036,B0001,C0057,107,124
U+306B,200022050-00007_1,2202,2137,B0001,C0058,57,91
U+3060,200022050-00007_1,2166,2225,B0001,C0059,132,124
U+3057,200022050-00007_1,2238,2285,B0001,C0060,35,119
U+304F,200022050-00007_1,2179,2346,B0001,C0061,80,77
U+30CF,200022050-00007_1,2187,2421,B0001,C0062,68,69
U+3075,200022050-00007_1,2159,2488,B0001,C0063,117,68
U+306F,200022050-00007_1,2192,2550,B0001,C0064,69,91
U+304F,200022050-00007_1,2167,2642,B0001,C0065,85,71
U+3061,200022050-00007_1,2183,2719,B0001,C0066,65,91
U+6C41,200022050-00007_1,2166,2787,B0001,C0067,97,120
U+3068,200022050-00007_1,2176,2918,B0001,C0068,60,69
U+3046,200022050-00007_1,2188,2987,B0001,C0069,37,109
U+3075,200022050-00007_1,2130,3095,B0001,C0070,128,83
U+3055,200022050-00007_1,2176,3159,B0001,C0071,51,65
U+3044,200022050-00007_1,2156,3223,B0001,C0072,113,80
U+306E,200022050-00007_1,2154,3277,B0001,C0073,119,135
U+3081,200022050-00007_1,2030,448,B0001,C0074,91,87
U+306B,200022050-00007_1,2030,532,B0001,C0075,100,89
U+5207,200022050-00007_1,2026,619,B0001,C0076,112,95
U+4E8B,200022050-00007_1,2047,715,B0001,C0077,63,133
U+6C41,200022050-00007_1,2031,821,B0001,C0078,104,103
U+540C,200022050-00007_1,2035,922,B0001,C0079,92,119
U+307B,200022050-00007_1,2028,1044,B0001,C0080,91,91
U+3057,200022050-00007_1,2076,1128,B0001,C0081,21,68
U+306A,200022050-00007_1,2032,1180,B0001,C0082,91,91
U+6C41,200022050-00007_1,2028,1249,B0001,C0083,99,117
U+4E2D,200022050-00007_1,2031,1368,B0001,C0084,87,112
U+307F,200022050-00007_1,2016,1478,B0001,C0085,109,95
U+305D,200022050-00007_1,2046,1569,B0001,C0086,72,112
U+306B,200022050-00007_1,2016,1666,B0001,C0087,117,119
U+3060,200022050-00007_1,2030,1745,B0001,C0088,104,77
U+3057,200022050-00007_1,2060,1822,B0001,C0089,21,121
U+304F,200022050-00007_1,2016,1890,B0001,C0090,88,83
U+308F,200022050-00007_1,2046,1973,B0001,C0091,37,73
U+3078,200022050-00007_1,1999,2052,B0001,C0092,137,53
U+304F,200022050-00007_1,2024,2070,B0001,C0093,81,76
U+308D,200022050-00007_1,2008,2146,B0001,C0094,115,91
U+307E,200022050-00007_1,2052,2214,B0001,C0095,53,109
U+3081,200022050-00007_1,2028,2324,B0001,C0096,84,91
U+306F,200022050-00007_1,2027,2414,B0001,C0097,59,88
U+307E,200022050-00007_1,2008,2502,B0001,C0098,103,88
U+3050,200022050-00007_1,2015,2598,B0001,C0099,119,64
U+308A,200022050-00007_1,2027,2664,B0001,C0100,61,111
U+3053,200022050-00007_1,2020,2773,B0001,C0101,69,67
U+3068,200022050-00007_1,2044,2837,B0001,C0102,37,83
U+308A,200022050-00007_1,2030,2919,B0001,C0103,63,96
U+306A,200022050-00007_1,2012,3017,B0001,C0104,96,84
U+3069,200022050-00007_1,2059,3075,B0001,C0105,55,108
U+3082,200022050-00007_1,2023,3121,B0001,C0106,45,117
U+305F,200022050-00007_1,1996,3222,B0001,C0107,113,117
U+304D,200022050-00007_1,2020,3302,B0001,C0108,72,107
U+5165,200022050-00007_1,1856,455,B0001,C0109,140,93
U+3055,200022050-00007_1,1907,516,B0001,C0110,55,85
U+3068,200022050-00007_1,1915,607,B0001,C0111,37,101
U+3044,200022050-00007_1,1879,693,B0001,C0112,101,80
U+3082,200022050-00007_1,1919,773,B0001,C0113,41,80
U+3082,200022050-00007_1,1898,819,B0001,C0114,49,120
U+540C,200022050-00007_1,1886,924,B0001,C0115,91,105
U+3057,200022050-00007_1,1908,1008,B0001,C0116,24,141
U+306B,200022050-00007_1,1880,1161,B0001,C0117,75,79
U+3093,200022050-00007_1,1872,1238,B0001,C0118,112,93
U+3057,200022050-00007_1,1882,1296,B0001,C0119,91,77
U+3093,200022050-00007_1,1870,1365,B0001,C0120,117,99
U+6C41,200022050-00007_1,1880,1456,B0001,C0121,101,103
U+5927,200022050-00007_1,1867,1568,B0001,C0122,120,99
U+3053,200022050-00007_1,1904,1646,B0001,C0123,43,52
U+3093,200022050-00007_1,1868,1698,B0001,C0124,123,115
U+3092,200022050-00007_1,1879,1776,B0001,C0125,107,93
U+5927,200022050-00007_1,1860,1884,B0001,C0126,125,85
U+304D,200022050-00007_1,1882,1936,B0001,C0127,69,107
U+306B,200022050-00007_1,1906,2038,B0001,C0128,48,97
U+5207,200022050-00007_1,1863,2125,B0001,C0129,119,95
U+4E00,200022050-00007_1,1875,2232,B0001,C0130,103,27
U+3057,200022050-00007_1,1907,2252,B0001,C0131,25,115
U+307B,200022050-00007_1,1867,2364,B0001,C0132,113,91
U+306E,200022050-00007_1,1842,2450,B0001,C0133,129,125
U+305F,200022050-00007_1,1884,2529,B0001,C0134,56,109
U+3044,200022050-00007_1,1859,2640,B0001,C0135,119,77
U+3092,200022050-00007_1,1888,2703,B0001,C0136,93,77
U+5165,200022050-00007_1,1839,2787,B0001,C0137,168,101
U+307F,200022050-00007_1,1871,2833,B0001,C0138,107,123
U+305D,200022050-00007_1,1894,2954,B0001,C0139,64,105
U+6C41,200022050-00007_1,1871,3057,B0001,C0140,100,101
U+306B,200022050-00007_1,1910,3153,B0001,C0141,40,80
U+3060,200022050-00007_1,1862,3226,B0001,C0142,119,115
U+3057,200022050-00007_1,1908,3287,B0001,C0143,27,128
U+304F,200022050-00007_1,1750,440,B0001,C0144,87,93
U+30CF,200022050-00007_1,1766,532,B0001,C0145,55,63
U+3078,200022050-00007_1,1735,592,B0001,C0146,120,53
U+3088,200022050-00007_1,1775,605,B0001,C0147,40,85
U+304F,200022050-00007_1,1767,692,B0001,C0148,36,112
U+3031,200022050-00007_1,1776,737,B0001,C0149,75,200
U+306B,200022050-00007_1,1736,909,B0001,C0150,117,120
