Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+6614,200003967_00007_2,1675,754,B0001,C0001,66,114
U+305F,200003967_00007_2,1687,887,B0001,C0002,46,90
U+3093,200003967_00007_2,1678,977,B0001,C0003,81,111
U+3053,200003967_00007_2,1699,1095,B0001,C0004,46,49
U+306E,200003967_00007_2,1681,1156,B0001,C0005,70,58
U+570B,200003967_00007_2,1666,1224,B0001,C0006,90,92
U+666E,200003967_00007_2,1662,1335,B0001,C0007,79,121
U+7532,200003967_00007_2,1680,1490,B0001,C0008,58,100
U+5BFA,200003967_00007_2,1682,1602,B0001,C0009,54,110
U+3068,200003967_00007_2,1684,1740,B0001,C0010,39,72
U+3044,200003967_00007_2,1669,1813,B0001,C0011,63,80
U+3075,200003967_00007_2,1633,1894,B0001,C0012,122,74
U+6240,200003967_00007_2,1650,1996,B0001,C0013,92,122
U+306B,200003967_00007_2,1659,2141,B0001,C0014,68,70
U+6DF1,200003967_00007_2,1657,2223,B0001,C0015,80,97
U+304F,200003967_00007_2,1676,2361,B0001,C0016,26,72
U+6DE8,200003967_00007_2,1649,2454,B0001,C0017,84,115
U+571F,200003967_00007_2,1668,2617,B0001,C0018,49,67
U+3092,200003967_00007_2,1505,736,B0001,C0019,72,109
U+306D,200003967_00007_2,1485,870,B0001,C0020,90,93
U+304B,200003967_00007_2,1542,964,B0001,C0021,27,52
U+3075,200003967_00007_2,1496,1017,B0001,C0022,100,77
U+4E0A,200003967_00007_2,1506,1108,B0001,C0023,63,66
U+4EBA,200003967_00007_2,1476,1179,B0001,C0024,121,141
U+3042,200003967_00007_2,1463,1306,B0001,C0025,96,89
U+308A,200003967_00007_2,1528,1394,B0001,C0026,25,87
U+3051,200003967_00007_2,1489,1427,B0001,C0027,38,58
U+308A,200003967_00007_2,1504,1487,B0001,C0028,28,102
U+3068,200003967_00007_2,1513,1595,B0001,C0029,44,97
U+3057,200003967_00007_2,1518,1687,B0001,C0030,23,128
U+306E,200003967_00007_2,1485,1835,B0001,C0031,81,83
U+59CB,200003967_00007_2,1452,1931,B0001,C0032,113,96
U+306F,200003967_00007_2,1490,2036,B0001,C0033,55,28
U+4E16,200003967_00007_2,1474,2076,B0001,C0034,98,73
U+9593,200003967_00007_2,1490,2169,B0001,C0035,67,83
U+795D,200003967_00007_2,1471,2280,B0001,C0036,107,86
U+3072,200003967_00007_2,1487,2378,B0001,C0037,77,68
U+3057,200003967_00007_2,1501,2545,B0001,C0038,18,114
U+3066,200003967_00007_2,1446,2616,B0001,C0039,101,75
U+3056,200003967_00007_2,1344,718,B0001,C0040,77,89
U+309E,200003967_00007_2,1364,808,B0001,C0041,46,73
U+3081,200003967_00007_2,1339,898,B0001,C0042,55,58
U+3051,200003967_00007_2,1363,957,B0001,C0043,54,83
U+306F,200003967_00007_2,1345,1039,B0001,C0044,64,39
U+6211,200003967_00007_2,1336,1089,B0001,C0045,97,103
U+3082,200003967_00007_2,1357,1183,B0001,C0046,40,54
U+305B,200003967_00007_2,1350,1239,B0001,C0047,56,52
U+3093,200003967_00007_2,1327,1292,B0001,C0048,95,67
U+8FDA,200003967_00007_2,1319,1362,B0001,C0049,91,80
U+5927,200003967_00007_2,1326,1458,B0001,C0050,93,92
U+5345,200003967_00007_2,1315,1555,B0001,C0051,86,66
U+65E5,200003967_00007_2,1336,1633,B0001,C0052,34,57
U+306E,200003967_00007_2,1318,1696,B0001,C0053,68,110
U+591C,200003967_00007_2,1318,1818,B0001,C0054,103,112
U+3072,200003967_00007_2,1314,1950,B0001,C0055,81,82
U+3068,200003967_00007_2,1342,2039,B0001,C0056,31,72
U+308A,200003967_00007_2,1335,2112,B0001,C0057,30,97
U+3064,200003967_00007_2,1295,2234,B0001,C0058,85,67
U+304B,200003967_00007_2,1338,2302,B0001,C0059,30,43
U+3075,200003967_00007_2,1287,2346,B0001,C0060,112,91
U+5C0F,200003967_00007_2,1304,2444,B0001,C0061,82,49
U+6CD5,200003967_00007_2,1307,2498,B0001,C0062,95,96
U+5E2B,200003967_00007_2,1302,2601,B0001,C0063,91,114
U+306B,200003967_00007_2,1157,727,B0001,C0064,69,71
U+624B,200003967_00007_2,1165,811,B0001,C0065,68,125
U+7D19,200003967_00007_2,1140,948,B0001,C0066,105,134
U+3057,200003967_00007_2,1141,1067,B0001,C0067,75,117
U+305F,200003967_00007_2,1169,1185,B0001,C0068,35,62
U+309D,200003967_00007_2,1181,1248,B0001,C0069,30,81
U+3081,200003967_00007_2,1149,1332,B0001,C0070,65,84
U+6E21,200003967_00007_2,1136,1470,B0001,C0071,120,123
U+3057,200003967_00007_2,1203,1584,B0001,C0072,16,124
U+3066,200003967_00007_2,1142,1654,B0001,C0073,45,114
U+7FCC,200003967_00007_2,1134,1786,B0001,C0074,93,124
U+306E,200003967_00007_2,1150,1924,B0001,C0075,73,72
U+66C9,200003967_00007_2,1140,2024,B0001,C0076,126,117
U+306B,200003967_00007_2,1145,2157,B0001,C0077,75,82
U+3057,200003967_00007_2,1146,2247,B0001,C0078,72,95
U+304B,200003967_00007_2,1176,2344,B0001,C0079,24,39
U+3031,200003967_00007_2,1162,2356,B0001,C0080,64,157
U+305B,200003967_00007_2,1135,2550,B0001,C0081,80,65
U+3088,200003967_00007_2,1158,2622,B0001,C0082,54,79
U+3068,200003967_00007_2,997,704,B0001,C0083,44,83
U+304D,200003967_00007_2,975,805,B0001,C0084,63,83
U+3068,200003967_00007_2,997,912,B0001,C0085,37,87
U+3044,200003967_00007_2,971,1019,B0001,C0086,77,52
U+3072,200003967_00007_2,964,1089,B0001,C0087,77,82
U+3092,200003967_00007_2,972,1177,B0001,C0088,86,121
U+3057,200003967_00007_2,1021,1298,B0001,C0089,13,150
U+3078,200003967_00007_2,1012,1452,B0001,C0090,66,54
U+3066,200003967_00007_2,963,1490,B0001,C0091,44,107
U+672C,200003967_00007_2,969,1604,B0001,C0092,112,84
U+5802,200003967_00007_2,974,1706,B0001,C0093,81,90
U+3078,200003967_00007_2,1012,1835,B0001,C0094,71,41
