Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+3051,200003076_00005_1,1963,831,B0001,C0001,72,108
U+3057,200003076_00005_1,1992,948,B0001,C0002,18,151
U+305F,200003076_00005_1,1979,1107,B0001,C0003,48,75
U+6240,200003076_00005_1,1934,1195,B0001,C0004,109,92
U+304C,200003076_00005_1,1982,1296,B0001,C0005,55,47
U+6200,200003076_00005_1,1951,1354,B0001,C0006,97,103
U+306E,200003076_00005_1,1942,1468,B0001,C0007,107,78
U+306F,200003076_00005_1,1981,1546,B0001,C0008,44,78
U+3058,200003076_00005_1,2002,1624,B0001,C0009,40,118
U+307E,200003076_00005_1,1979,1761,B0001,C0010,40,100
U+308A,200003076_00005_1,1972,1861,B0001,C0011,70,76
U+685C,200003076_00005_1,1778,468,B0001,C0012,121,106
U+3082,200003076_00005_1,1805,584,B0001,C0013,43,90
U+3061,200003076_00005_1,1796,677,B0001,C0014,68,125
U+308B,200003076_00005_1,1784,805,B0001,C0015,87,121
U+306B,200003076_00005_1,1793,916,B0001,C0016,64,98
U+6B4E,200003076_00005_1,1774,1024,B0001,C0017,102,99
U+304D,200003076_00005_1,1801,1134,B0001,C0018,39,99
U+6708,200003076_00005_1,1786,1250,B0001,C0019,81,137
U+306F,200003076_00005_1,1787,1399,B0001,C0020,72,40
U+304B,200003076_00005_1,1767,1457,B0001,C0021,118,71
U+304E,200003076_00005_1,1810,1540,B0001,C0022,68,107
U+308A,200003076_00005_1,1816,1641,B0001,C0023,49,111
U+3042,200003076_00005_1,1780,1756,B0001,C0024,95,98
U+308A,200003076_00005_1,1783,1863,B0001,C0025,93,100
U+3066,200003076_00005_1,1767,1969,B0001,C0026,85,101
U+5165,200003076_00005_1,1741,2074,B0001,C0027,160,89
U+4F50,200003076_00005_1,1775,2160,B0001,C0028,109,130
U+5C71,200003076_00005_1,1778,2305,B0001,C0029,79,79
U+7230,200003076_00005_1,1786,2385,B0001,C0030,80,130
U+306B,200003076_00005_1,1793,2530,B0001,C0031,57,77
U+4F46,200003076_00005_1,1772,2635,B0001,C0032,109,98
U+99AC,200003076_00005_1,1794,2728,B0001,C0033,70,99
U+306E,200003076_00005_1,1767,2836,B0001,C0034,105,78
U+570B,200003076_00005_1,1615,462,B0001,C0035,85,114
U+304B,200003076_00005_1,1599,614,B0001,C0036,108,64
U+306D,200003076_00005_1,1612,702,B0001,C0037,98,100
U+307B,200003076_00005_1,1623,824,B0001,C0038,73,122
U+308B,200003076_00005_1,1618,960,B0001,C0039,91,113
U+91CC,200003076_00005_1,1630,1090,B0001,C0040,65,108
U+306E,200003076_00005_1,1601,1205,B0001,C0041,105,78
U+908A,200003076_00005_1,1623,1286,B0001,C0042,71,159
U+306B,200003076_00005_1,1622,1460,B0001,C0043,60,110
U+6D6E,200003076_00005_1,1602,1583,B0001,C0044,106,117
U+4E16,200003076_00005_1,1560,1709,B0001,C0045,159,58
U+306E,200003076_00005_1,1583,1775,B0001,C0046,116,83
U+4E8B,200003076_00005_1,1613,1822,B0001,C0047,81,179
U+3092,200003076_00005_1,1606,2001,B0001,C0048,105,102
U+5916,200003076_00005_1,1614,2104,B0001,C0049,88,130
U+306B,200003076_00005_1,1624,2229,B0001,C0050,70,95
U+306A,200003076_00005_1,1613,2328,B0001,C0051,89,73
U+3057,200003076_00005_1,1646,2406,B0001,C0052,20,117
U+3066,200003076_00005_1,1572,2487,B0001,C0053,118,97
U+8272,200003076_00005_1,1613,2593,B0001,C0054,72,125
U+9053,200003076_00005_1,1590,2716,B0001,C0055,107,112
U+3075,200003076_00005_1,1587,2835,B0001,C0056,119,79
U+305F,200003076_00005_1,1469,455,B0001,C0057,56,128
U+3064,200003076_00005_1,1447,573,B0001,C0058,87,137
U+306B,200003076_00005_1,1468,723,B0001,C0059,67,82
U+5BD0,200003076_00005_1,1437,834,B0001,C0060,111,169
U+3066,200003076_00005_1,1458,998,B0001,C0061,54,113
U+3082,200003076_00005_1,1422,1119,B0001,C0062,104,107
U+89BA,200003076_00005_1,1442,1236,B0001,C0063,91,169
U+3066,200003076_00005_1,1458,1398,B0001,C0064,49,107
U+3082,200003076_00005_1,1453,1501,B0001,C0065,48,94
U+5922,200003076_00005_1,1433,1618,B0001,C0066,94,196
U+4ECB,200003076_00005_1,1395,1807,B0001,C0067,152,105
U+3068,200003076_00005_1,1450,1913,B0001,C0068,53,88
U+304B,200003076_00005_1,1418,2012,B0001,C0069,109,52
U+3048,200003076_00005_1,1440,2056,B0001,C0070,89,123
U+540D,200003076_00005_1,1424,2168,B0001,C0071,103,150
U+3088,200003076_00005_1,1454,2302,B0001,C0072,47,84
U+3070,200003076_00005_1,1446,2386,B0001,C0073,54,103
U+308C,200003076_00005_1,1420,2492,B0001,C0074,94,137
U+3066,200003076_00005_1,1417,2617,B0001,C0075,93,81
U+540D,200003076_00005_1,1405,2699,B0001,C0076,108,126
U+53E4,200003076_00005_1,1448,2793,B0001,C0077,56,77
U+3084,200003076_00005_1,1396,2867,B0001,C0078,124,48
U+4E09,200003076_00005_1,1240,466,B0001,C0079,138,80
U+5DE6,200003076_00005_1,1299,559,B0001,C0080,85,120
U+52A0,200003076_00005_1,1268,696,B0001,C0081,118,94
U+8CC0,200003076_00005_1,1280,795,B0001,C0082,94,132
U+306E,200003076_00005_1,1258,933,B0001,C0083,117,99
U+516B,200003076_00005_1,1265,1032,B0001,C0084,125,75
U+306A,200003076_00005_1,1289,1134,B0001,C0085,71,105
U+3069,200003076_00005_1,1317,1239,B0001,C0086,42,113
U+309D,200003076_00005_1,1317,1352,B0001,C0087,19,53
U+4E03,200003076_00005_1,1236,1424,B0001,C0088,127,66
U+3064,200003076_00005_1,1281,1512,B0001,C0089,66,45
U+7D0B,200003076_00005_1,1263,1585,B0001,C0090,124,107
U+306E,200003076_00005_1,1247,1702,B0001,C0091,116,85
U+3072,200003076_00005_1,1272,1796,B0001,C0092,95,85
U+3057,200003076_00005_1,1315,1867,B0001,C0093,16,167
U+306B,200003076_00005_1,1289,2040,B0001,C0094,75,105
U+304F,200003076_00005_1,1280,2151,B0001,C0095,74,98
U+307F,200003076_00005_1,1229,2249,B0001,C0096,145,89
U+3057,200003076_00005_1,1312,2349,B0001,C0097,20,193
U+3066,200003076_00005_1,1252,2526,B0001,C0098,93,102
U+8EAB,200003076_00005_1,1265,2650,B0001,C0099,108,167
U+306F,200003076_00005_1,1280,2796,B0001,C0100,73,125
U+9152,200003076_00005_1,1102,466,B0001,C0101,102,116
U+306B,200003076_00005_1,1118,580,B0001,C0102,76,96
U+3072,200003076_00005_1,1110,699,B0001,C0103,102,98
U+305F,200003076_00005_1,1142,797,B0001,C0104,53,83
U+3057,200003076_00005_1,1150,890,B0001,C0105,17,226
U+4E00,200003076_00005_1,1100,1156,B0001,C0106,100,26
U+6761,200003076_00005_1,1105,1249,B0001,C0107,82,123
U+901A,200003076_00005_1,1089,1400,B0001,C0108,118,158
U+308A,200003076_00005_1,1121,1561,B0001,C0109,56,73
U+591C,200003076_00005_1,1094,1640,B0001,C0110,107,143
U+66F4,200003076_00005_1,1036,1776,B0001,C0111,188,147
U+3066,200003076_00005_1,1101,1901,B0001,C0112,66,118
U+623B,200003076_00005_1,1068,2029,B0001,C0113,142,133
U+308A,200003076_00005_1,1143,2156,B0001,C0114,35,64
U+6A4B,200003076_00005_1,1090,2214,B0001,C0115,111,120
U+6216,200003076_00005_1,1103,2351,B0001,C0116,108,120
U+6642,200003076_00005_1,1090,2483,B0001,C0117,107,89
U+306F,200003076_00005_1,1111,2577,B0001,C0118,67,38
U+82E5,200003076_00005_1,1074,2632,B0001,C0119,123,160
U+8846,200003076_00005_1,1117,2786,B0001,C0120,104,107
U+51FA,200003076_00005_1,916,466,B0001,C0121,136,73
U+7ACB,200003076_00005_1,936,550,B0001,C0122,82,114
U+59FF,200003076_00005_1,925,684,B0001,C0123,99,127
U+3092,200003076_00005_1,939,815,B0001,C0124,107,109
U+304B,200003076_00005_1,934,939,B0001,C0125,109,69
U+3048,200003076_00005_1,937,1002,B0001,C0126,82,130
U+3066,200003076_00005_1,961,1112,B0001,C0127,39,102
U+58A8,200003076_00005_1,896,1228,B0001,C0128,134,157
U+67D3,200003076_00005_1,925,1392,B0001,C0129,110,112
U+306E,200003076_00005_1,911,1511,B0001,C0130,114,92
U+9577,200003076_00005_1,929,1602,B0001,C0131,95,142
U+8896,200003076_00005_1,928,1747,B0001,C0132,111,118
U+53C8,200003076_00005_1,890,1875,B0001,C0133,163,111
U+306F,200003076_00005_1,932,1972,B0001,C0134,75,158
U+305F,200003076_00005_1,951,2142,B0001,C0135,53,102
U+3066,200003076_00005_1,935,2249,B0001,C0136,77,81
U+9AEE,200003076_00005_1,913,2339,B0001,C0137,124,159
U+304B,200003076_00005_1,926,2511,B0001,C0138,100,63
U+3064,200003076_00005_1,940,2574,B0001,C0139,77,99
U+3089,200003076_00005_1,961,2649,B0001,C0140,47,99
U+5316,200003076_00005_1,936,2742,B0001,C0141,113,83
U+7269,200003076_00005_1,937,2829,B0001,C0142,100,78
U+304C,200003076_00005_1,799,459,B0001,C0143,73,64
U+901A,200003076_00005_1,762,565,B0001,C0144,105,144
U+308B,200003076_00005_1,805,713,B0001,C0145,38,79
U+3068,200003076_00005_1,811,799,B0001,C0146,35,75
U+306F,200003076_00005_1,792,903,B0001,C0147,58,47
U+8AA0,200003076_00005_1,723,960,B0001,C0148,175,131
U+306B,200003076_00005_1,786,1080,B0001,C0149,63,103
U+662F,200003076_00005_1,775,1204,B0001,C0150,86,137
U+305E,200003076_00005_1,797,1336,B0001,C0151,59,90
U+304B,200003076_00005_1,797,1447,B0001,C0152,32,71
U+3057,200003076_00005_1,806,1518,B0001,C0153,17,127
U+305D,200003076_00005_1,786,1652,B0001,C0154,48,116
U+308C,200003076_00005_1,776,1770,B0001,C0155,59,111
U+3082,200003076_00005_1,728,1887,B0001,C0156,118,114
U+5F66,200003076_00005_1,750,2022,B0001,C0157,113,171
U+4E03,200003076_00005_1,733,2181,B0001,C0158,119,70
U+304C,200003076_00005_1,791,2268,B0001,C0159,59,41
U+3057,200003076_00005_1,817,2424,B0001,C0160,15,158
U+3066,200003076_00005_1,748,2571,B0001,C0161,87,82
U+9858,200003076_00005_1,748,2668,B0001,C0162,127,109
U+304F,200003076_00005_1,799,2766,B0001,C0163,53,88
U+306F,200003076_00005_1,794,2872,B0001,C0164,59,35
U+5480,200003076_00005_1,598,453,B0001,C0165,114,94
U+3053,200003076_00005_1,636,561,B0001,C0166,41,78
U+308D,200003076_00005_1,599,654,B0001,C0167,97,95
U+3055,200003076_00005_1,635,762,B0001,C0168,40,108
U+308C,200003076_00005_1,624,879,B0001,C0169,69,103
U+3066,200003076_00005_1,616,994,B0001,C0170,60,117
U+3082,200003076_00005_1,616,1090,B0001,C0171,52,99
U+3068,200003076_00005_1,624,1186,B0001,C0172,30,103
U+901A,200003076_00005_1,582,1300,B0001,C0173,102,136
U+3078,200003076_00005_1,555,1460,B0001,C0174,135,42
U+3070,200003076_00005_1,601,1487,B0001,C0175,60,96
U+306A,200003076_00005_1,598,1597,B0001,C0176,85,112
U+3092,200003076_00005_1,594,1709,B0001,C0177,110,128
U+898B,200003076_00005_1,587,1828,B0001,C0178,96,129
U+6368,200003076_00005_1,577,1962,B0001,C0179,116,108
U+96E3,200003076_00005_1,589,2074,B0001,C0180,101,128
U+304F,200003076_00005_1,623,2212,B0001,C0181,50,100
U+3066,200003076_00005_1,576,2304,B0001,C0182,96,90
U+5176,200003076_00005_1,596,2388,B0001,C0183,70,161
U+6BD4,200003076_00005_1,583,2557,B0001,C0184,95,89
U+540D,200003076_00005_1,587,2618,B0001,C0185,82,126
U+9AD8,200003076_00005_1,606,2728,B0001,C0186,60,117
U+304D,200003076_00005_1,617,2852,B0001,C0187,42,74
U+4E2D,200003076_00005_1,433,461,B0001,C0188,90,127
U+306B,200003076_00005_1,447,601,B0001,C0189,61,84
U+3082,200003076_00005_1,420,683,B0001,C0190,89,96
U+304B,200003076_00005_1,426,793,B0001,C0191,101,62
U+3065,200003076_00005_1,442,839,B0001,C0192,99,99
U+3089,200003076_00005_1,464,925,B0001,C0193,35,108
U+304D,200003076_00005_1,458,1033,B0001,C0194,41,101
U+304B,200003076_00005_1,422,1147,B0001,C0195,109,69
U+307B,200003076_00005_1,438,1226,B0001,C0196,81,100
U+308B,200003076_00005_1,462,1320,B0001,C0197,35,52
U+4E09,200003076_00005_1,402,1383,B0001,C0198,111,82
U+5915,200003076_00005_1,420,1470,B0001,C0199,69,137
U+601D,200003076_00005_1,375,1624,B0001,C0200,141,90
U+3072,200003076_00005_1,411,1749,B0001,C0201,92,88
U+3031,200003076_00005_1,455,1765,B0001,C0202,89,145
U+306B,200003076_00005_1,426,1907,B0001,C0203,84,92
U+8EAB,200003076_00005_1,412,1994,B0001,C0204,107,152
U+8ACB,200003076_00005_1,425,2133,B0001,C0205,87,123
U+3057,200003076_00005_1,454,2188,B0001,C0206,15,130
U+3066,200003076_00005_1,426,2305,B0001,C0207,77,83
U+5D6F,200003076_00005_1,407,2400,B0001,C0208,104,142
U+5CE8,200003076_00005_1,405,2551,B0001,C0209,121,92
U+306B,200003076_00005_1,427,2634,B0001,C0210,68,80
U+5F15,200003076_00005_1,395,2718,B0001,C0211,103,101
U+8FBC,200003076_00005_1,393,2830,B0001,C0212,107,75
U+6216,200003076_00005_1,252,479,B0001,C0213,100,124
U+306F,200003076_00005_1,259,614,B0001,C0214,69,157
U+6771,200003076_00005_1,262,793,B0001,C0215,83,155
U+5C71,200003076_00005_1,252,958,B0001,C0216,102,109
U+306E,200003076_00005_1,238,1079,B0001,C0217,112,92
U+7247,200003076_00005_1,243,1178,B0001,C0218,103,130
U+9670,200003076_00005_1,236,1329,B0001,C0219,111,144
U+53C8,200003076_00005_1,214,1478,B0001,C0220,143,117
U+306F,200003076_00005_1,245,1594,B0001,C0221,71,158
U+85E4,200003076_00005_1,236,1778,B0001,C0222,118,123
U+306E,200003076_00005_1,218,1936,B0001,C0223,121,97
U+68EE,200003076_00005_1,230,2053,B0001,C0224,107,152
U+3072,200003076_00005_1,238,2243,B0001,C0225,115,99
U+305D,200003076_00005_1,232,2371,B0001,C0226,90,161
U+304B,200003076_00005_1,265,2540,B0001,C0227,32,53
U+306B,200003076_00005_1,242,2592,B0001,C0228,70,94
U+3059,200003076_00005_1,259,2711,B0001,C0229,46,93
U+307F,200003076_00005_1,202,2800,B0001,C0230,126,99
