Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+4E0A,200021853-00005_1,1416,407,B0001,C0001,99,119
U+5DF3,200021853-00005_1,1421,601,B0001,C0002,99,109
U+96DB,200021853-00005_1,1396,786,B0001,C0003,120,160
U+796D,200021853-00005_1,1386,1014,B0001,C0004,140,143
U+540C,200021853-00005_1,1408,1584,B0001,C0005,88,119
U+91CD,200021853-00005_1,1402,1797,B0001,C0006,109,156
U+8A70,200021853-00005_1,1402,2038,B0001,C0007,109,137
U+6C41,200021853-00005_1,1129,496,B0001,C0008,103,128
U+305F,200021853-00005_1,1217,864,B0001,C0009,57,61
U+3093,200021853-00005_1,1214,925,B0001,C0010,63,75
U+3056,200021853-00005_1,1222,1004,B0001,C0011,51,56
U+304F,200021853-00005_1,1224,1061,B0001,C0012,29,68
U+3046,200021853-00005_1,1205,1106,B0001,C0013,25,81
U+3069,200021853-00005_1,1197,1169,B0001,C0014,55,75
U+6D45,200021853-00005_1,1089,861,B0001,C0015,79,97
U+8349,200021853-00005_1,1097,953,B0001,C0016,51,107
U+306E,200021853-00005_1,1098,1077,B0001,C0017,51,72
U+308A,200021853-00005_1,1105,1150,B0001,C0018,33,88
U+5E73,200021853-00005_1,757,479,B0001,C0019,105,112
U+304B,200021853-00005_1,894,850,B0001,C0020,63,64
U+3093,200021853-00005_1,898,916,B0001,C0021,65,57
U+3074,200021853-00005_1,892,977,B0001,C0022,65,73
U+3084,200021853-00005_1,888,1049,B0001,C0023,64,73
U+3046,200021853-00005_1,914,1124,B0001,C0024,19,72
U+5927,200021853-00005_1,833,846,B0001,C0025,53,77
U+3057,200021853-00005_1,829,929,B0001,C0026,52,72
U+3044,200021853-00005_1,832,1002,B0001,C0027,53,55
U+305F,200021853-00005_1,837,1052,B0001,C0028,33,67
U+3051,200021853-00005_1,831,1121,B0001,C0029,47,85
U+304F,200021853-00005_1,779,850,B0001,C0030,49,77
U+308F,200021853-00005_1,791,954,B0001,C0031,43,67
U+3090,200021853-00005_1,773,1022,B0001,C0032,55,99
U+306F,200021853-00005_1,728,848,B0001,C0033,28,69
U+3059,200021853-00005_1,723,918,B0001,C0034,40,105
U+306E,200021853-00005_1,715,1026,B0001,C0035,44,83
U+306D,200021853-00005_1,700,1110,B0001,C0036,65,84
U+3042,200021853-00005_1,663,845,B0001,C0037,49,67
U+308F,200021853-00005_1,665,957,B0001,C0038,27,67
U+3073,200021853-00005_1,645,1025,B0001,C0039,59,103
U+9C60,200021853-00005_1,393,480,B0001,C0040,144,128
U+3042,200021853-00005_1,505,838,B0001,C0041,72,79
U+3055,200021853-00005_1,516,918,B0001,C0042,43,81
U+3064,200021853-00005_1,503,1016,B0001,C0043,64,65
U+304D,200021853-00005_1,507,1082,B0001,C0044,47,67
U+3042,200021853-00005_1,431,837,B0001,C0045,53,84
U+3055,200021853-00005_1,429,922,B0001,C0046,41,65
U+308A,200021853-00005_1,436,989,B0001,C0047,29,97
U+3080,200021853-00005_1,400,1100,B0001,C0048,60,57
U+304D,200021853-00005_1,407,1164,B0001,C0049,39,77
U+30DF,200021853-00005_1,415,1246,B0001,C0050,31,51
U+521D,200021853-00005_1,1208,1464,B0001,C0051,97,83
U+91CD,200021853-00005_1,1048,1448,B0001,C0052,84,107
U+4E94,200021853-00005_1,866,1462,B0001,C0053,101,77
U+8272,200021853-00005_1,705,1444,B0001,C0054,92,111
U+6885,200021853-00005_1,1240,1601,B0001,C0055,84,96
U+82B1,200021853-00005_1,1245,1724,B0001,C0056,79,96
U+7389,200021853-00005_1,1260,1848,B0001,C0057,64,81
U+5B50,200021853-00005_1,1246,1950,B0001,C0058,77,73
U+3042,200021853-00005_1,1121,1600,B0001,C0059,69,104
U+308F,200021853-00005_1,1130,1744,B0001,C0060,36,72
U+3073,200021853-00005_1,1121,1817,B0001,C0061,75,121
U+82B1,200021853-00005_1,973,1598,B0001,C0062,77,105
U+3091,200021853-00005_1,978,1744,B0001,C0063,61,99
U+3073,200021853-00005_1,982,1844,B0001,C0064,67,99
U+3088,200021853-00005_1,836,1596,B0001,C0065,47,87
U+305B,200021853-00005_1,817,1713,B0001,C0066,75,63
U+3068,200021853-00005_1,836,1801,B0001,C0067,47,71
U+3046,200021853-00005_1,844,1873,B0001,C0068,28,89
U+3075,200021853-00005_1,816,1966,B0001,C0069,91,71
U+3057,200021853-00005_1,684,1597,B0001,C0070,67,112
U+304E,200021853-00005_1,691,1710,B0001,C0071,64,92
U+3044,200021853-00005_1,683,1840,B0001,C0072,76,48
U+3082,200021853-00005_1,693,1894,B0001,C0073,49,120
U+4E8C,200021853-00005_1,480,1469,B0001,C0074,105,57
U+306D,200021853-00005_1,536,1594,B0001,C0075,77,88
U+3062,200021853-00005_1,548,1688,B0001,C0076,55,84
U+6885,200021853-00005_1,535,1774,B0001,C0077,79,83
U+304F,200021853-00005_1,547,1866,B0001,C0078,55,48
U+308F,200021853-00005_1,559,1916,B0001,C0079,28,59
U+3090,200021853-00005_1,548,1976,B0001,C0080,53,68
U+706B,200021853-00005_1,439,1590,B0001,C0081,65,87
U+3069,200021853-00005_1,451,1680,B0001,C0082,53,48
U+308A,200021853-00005_1,456,1729,B0001,C0083,36,96
U+9577,200021853-00005_1,429,1829,B0001,C0084,75,104
U+828B,200021853-00005_1,437,1940,B0001,C0085,71,104
