Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+84EE,200021869-00004_2,1842,532,B0001,C0001,141,185
U+3059,200021869-00004_2,1875,745,B0001,C0002,63,152
U+308A,200021869-00004_2,1880,898,B0001,C0003,51,155
U+3066,200021869-00004_2,1858,1062,B0001,C0004,105,96
U+7528,200021869-00004_2,1875,1186,B0001,C0005,71,112
U+308B,200021869-00004_2,1872,1281,B0001,C0006,65,127
U+4E8B,200021869-00004_2,1854,1408,B0001,C0007,104,376
U+84EE,200021869-00004_2,1646,187,B0001,C0008,131,185
U+3053,200021869-00004_2,1667,375,B0001,C0009,83,169
U+3093,200021869-00004_2,1656,543,B0001,C0010,128,124
U+3092,200021869-00004_2,1656,660,B0001,C0011,128,157
U+3059,200021869-00004_2,1674,809,B0001,C0012,72,176
U+308A,200021869-00004_2,1704,985,B0001,C0013,48,248
U+3066,200021869-00004_2,1684,1229,B0001,C0014,80,88
U+5176,200021869-00004_2,1678,1337,B0001,C0015,76,112
U+4E2D,200021869-00004_2,1679,1448,B0001,C0016,101,264
U+3078,200021869-00004_2,1662,1709,B0001,C0017,145,75
U+3082,200021869-00004_2,1691,1786,B0001,C0018,67,133
U+3053,200021869-00004_2,1672,1937,B0001,C0019,113,155
U+3057,200021869-00004_2,1752,2077,B0001,C0020,16,240
U+3061,200021869-00004_2,1674,2232,B0001,C0021,99,195
U+305D,200021869-00004_2,1678,2426,B0001,C0022,71,107
U+306E,200021869-00004_2,1671,2531,B0001,C0023,104,140
U+306E,200021869-00004_2,1672,2705,B0001,C0024,76,101
U+30DF,200021869-00004_2,1678,2825,B0001,C0025,73,92
U+306A,200021869-00004_2,1487,201,B0001,C0026,91,159
U+3069,200021869-00004_2,1504,365,B0001,C0027,84,95
U+5165,200021869-00004_2,1479,495,B0001,C0028,135,91
U+662F,200021869-00004_2,1476,601,B0001,C0029,95,228
U+3092,200021869-00004_2,1472,816,B0001,C0030,137,195
U+307E,200021869-00004_2,1480,1032,B0001,C0031,103,147
U+308B,200021869-00004_2,1499,1177,B0001,C0032,61,116
U+3081,200021869-00004_2,1482,1294,B0001,C0033,108,164
U+3066,200021869-00004_2,1472,1473,B0001,C0034,88,99
U+6CB9,200021869-00004_2,1468,1586,B0001,C0035,136,200
U+306B,200021869-00004_2,1484,1788,B0001,C0036,63,113
U+3066,200021869-00004_2,1475,1914,B0001,C0037,105,96
U+3042,200021869-00004_2,1467,2036,B0001,C0038,125,181
U+3051,200021869-00004_2,1504,2213,B0001,C0039,61,173
U+3079,200021869-00004_2,1480,2418,B0001,C0040,147,121
U+3057,200021869-00004_2,1519,2542,B0001,C0041,41,396
U+4F55,200021869-00004_2,1320,235,B0001,C0042,108,204
U+306B,200021869-00004_2,1342,441,B0001,C0043,61,224
U+7528,200021869-00004_2,1327,659,B0001,C0044,89,161
U+3066,200021869-00004_2,1324,860,B0001,C0045,88,111
U+3082,200021869-00004_2,1339,1050,B0001,C0046,69,156
U+3088,200021869-00004_2,1354,1225,B0001,C0047,95,208
U+3057,200021869-00004_2,1362,1434,B0001,C0048,36,551
U+7AF9,200021869-00004_2,1175,485,B0001,C0049,136,328
U+306E,200021869-00004_2,1183,834,B0001,C0050,75,137
U+5B50,200021869-00004_2,1188,970,B0001,C0051,109,148
U+6271,200021869-00004_2,1139,1129,B0001,C0052,147,168
U+65B9,200021869-00004_2,1168,1297,B0001,C0053,105,203
U+4E4B,200021869-00004_2,1195,1512,B0001,C0054,45,120
U+4E8B,200021869-00004_2,1080,1616,B0001,C0055,176,448
U+662F,200021869-00004_2,989,241,B0001,C0056,109,216
U+30CF,200021869-00004_2,988,484,B0001,C0057,97,43
U+3068,200021869-00004_2,1011,547,B0001,C0058,43,108
U+3075,200021869-00004_2,981,656,B0001,C0059,111,171
U+3075,200021869-00004_2,987,821,B0001,C0060,124,177
U+3066,200021869-00004_2,980,981,B0001,C0061,92,103
U+3082,200021869-00004_2,995,1080,B0001,C0062,77,207
U+3088,200021869-00004_2,1011,1290,B0001,C0063,80,236
U+3057,200021869-00004_2,1041,1525,B0001,C0064,19,292
U+5C71,200021869-00004_2,969,1761,B0001,C0065,141,176
U+306E,200021869-00004_2,993,1950,B0001,C0066,91,148
U+3044,200021869-00004_2,988,2100,B0001,C0067,115,99
U+3082,200021869-00004_2,996,2198,B0001,C0068,59,145
U+306B,200021869-00004_2,993,2363,B0001,C0069,83,176
U+3066,200021869-00004_2,967,2541,B0001,C0070,107,111
U+3082,200021869-00004_2,985,2637,B0001,C0071,92,160
U+3088,200021869-00004_2,1061,2690,B0001,C0072,76,155
U+3057,200021869-00004_2,1087,2845,B0001,C0073,17,123
U+828B,200021869-00004_2,827,424,B0001,C0074,116,261
U+306B,200021869-00004_2,848,708,B0001,C0075,71,144
U+3066,200021869-00004_2,835,853,B0001,C0076,75,125
U+3082,200021869-00004_2,823,1006,B0001,C0077,80,139
U+3088,200021869-00004_2,840,1146,B0001,C0078,52,191
U+3057,200021869-00004_2,869,1338,B0001,C0079,21,223
U+3086,200021869-00004_2,817,1581,B0001,C0080,108,135
U+308A,200021869-00004_2,840,1716,B0001,C0081,61,167
U+306B,200021869-00004_2,816,1872,B0001,C0082,83,179
U+3066,200021869-00004_2,805,2064,B0001,C0083,96,112
U+3082,200021869-00004_2,817,2177,B0001,C0084,81,193
U+3088,200021869-00004_2,832,2383,B0001,C0085,63,176
U+3057,200021869-00004_2,853,2559,B0001,C0086,21,351
U+4F55,200021869-00004_2,683,255,B0001,C0087,113,219
U+306A,200021869-00004_2,688,479,B0001,C0088,75,123
U+308A,200021869-00004_2,715,597,B0001,C0089,56,176
U+3068,200021869-00004_2,696,752,B0001,C0090,76,117
U+3088,200021869-00004_2,683,902,B0001,C0091,63,171
U+304F,200021869-00004_2,667,1073,B0001,C0092,76,128
U+3031,200021869-00004_2,681,1133,B0001,C0093,77,327
U+3059,200021869-00004_2,648,1458,B0001,C0094,89,163
U+308A,200021869-00004_2,687,1620,B0001,C0095,51,216
U+3066,200021869-00004_2,644,1821,B0001,C0096,104,99
U+4E45,200021869-00004_2,659,1948,B0001,C0097,128,157
U+52A9,200021869-00004_2,657,2104,B0001,C0098,135,124
U+3092,200021869-00004_2,676,2254,B0001,C0099,116,124
U+5165,200021869-00004_2,660,2375,B0001,C0100,143,115
U+308F,200021869-00004_2,689,2483,B0001,C0101,75,123
U+3055,200021869-00004_2,696,2606,B0001,C0102,92,168
U+3093,200021869-00004_2,656,2774,B0001,C0103,153,141
U+307B,200021869-00004_2,540,273,B0001,C0104,108,123
U+3093,200021869-00004_2,543,396,B0001,C0105,128,113
U+3092,200021869-00004_2,539,524,B0001,C0106,159,135
U+5165,200021869-00004_2,508,677,B0001,C0107,160,85
U+3088,200021869-00004_2,545,755,B0001,C0108,81,141
U+304F,200021869-00004_2,541,894,B0001,C0109,61,100
U+3031,200021869-00004_2,549,912,B0001,C0110,75,325
U+3059,200021869-00004_2,507,1248,B0001,C0111,93,155
U+308A,200021869-00004_2,535,1404,B0001,C0112,61,211
U+3066,200021869-00004_2,488,1614,B0001,C0113,111,127
U+304B,200021869-00004_2,472,1764,B0001,C0114,120,127
U+307F,200021869-00004_2,492,1877,B0001,C0115,135,195
U+306B,200021869-00004_2,533,2076,B0001,C0116,35,423
